destination_id,name,description,latitude,longitude,address
50,Danau Biru Situ Cilembang,"Objek wisata yang satu ini berupa danau yang memiliki warna kebiruan dan bening sebening kristal, Situ Cilembang sendiriberada di Desa Hariang, Kec. Buahdua, Kab. Sumedang. Air situ atau danau ini seperti warna buatan padahal memang alami seperti itu adanya. Warna biru situ mungil ini merupakan pantulan warna langit yang diterjemahkan secara sempurna oleh air Situ Cilemang yang sama sekali belum terkontaminasi.

Tapi sangat disayangkan karena kita dilarang mandi mandi disini, karena dikhawatirkan akan mencemari air biru situ Cilembang ini. Selain itu, kita juga dilarang berkunjung ke mata air ini pada hari Selasa dan Jumat. Meskipun demikian, wisatawan terus berdatangan untuk melihat keindahan situ ini dari dekat, karena penasaran dengan keindahan dari gambar yang beredar di media sosial.",-6.706132884748672,107.91001281825486,"Hariang, Kec. Buahdua, Kabupaten Sumedang, Jawa Barat 45392"
51,Danau Cekdam Cimarias,"Sebuah danau buatan tersembunyi di lereng Gunung Kareumbi yang dibangun pada era Presiden Soeharto. Dikelilingi pepohonan pinus, tempat ini menawarkan suasana yang sangat sejuk dan tenang, namun akses menuju lokasi cukup menantang dan berbatu",-6.9070168284257285,107.86688653677692,"3Cimarias, Kec. Pamulihan, Kabupaten Sumedang, Jawa Barat 45365"
52,Dapur Seafood,Tempat makan sederhana yang dikenal menyajikan aneka hidangan laut lezat dengan harga yang terjangkau. Restoran ini menjadi pilihan populer bagi warga lokal yang mencari cita rasa otentik tanpa harus menguras kantong.,-6.711821801559644,108.73845193822793,"Jl. Prabu Geusan Ulun No.54, Regol Wetan, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
53,Desa Wisata Karedok,"Masyarakat Desa Karedok memiliki kerajinan tangan yang dibuat dengan memanfaatkan sumberdaya alam berupa bambu dan batok kelapa. Sedangkan Desa Karedok memiliki lahan pertanian yang subur ada beberapa larangan adat yang tidak boleh di lakukan dalam bidang pertanian yaitu menanam tembakau, bawang merah, dan singkong. Desa Karedok memiliki upacara tradisional yang berkaitan dengan senjata, yaitu upacara Ngarot / Tutup Buku Guar Bumi. Acara ngarot ini dilaksanakan pada saat panen raya, dan sudah berlangsung dari tahun 1900-an sampai sekarang. Adanya upacara-upacara adat tersebut turut pula menghidupkan kesenian tradisional yang biasanya diikutsertakan dalam penyelenggaraan upacara ngarot, seperti kesenian Tayuban, Gondang, dan Kuda Lumping, kecuali Wayang Golek atau Wayang Kulit serta Tari Topeng yang tidak boleh dipergelarkan atau dipertunjukkan dalam upacara adat, demikian juga dalam pesta-pesta atau kegiatan lain di luar penyelenggaraan upacara adat.",-6.832729486873904,108.1030688209099,"Jl. Sasak Karedok, Karedok, Kec. Jatigede, Kabupaten Sumedang, Jawa Barat 45377"
54,DESA WISATA PASIRNANJUNG GEULIS,"Sebuah desa rintisan wisata di Kecamatan Cimanggung yang berada di lereng pegunungan Kareumbi. Daya tarik utamanya adalah panorama alam pedesaan yang indah dan menyegarkan, dengan pemandangan ke arah Bandung dari ketinggian, yang cocok untuk liburan keluarga.",-6.948531233261313,107.84304791409969,"Pasirnanjung, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364"
55,Desa Wisata Tradisi BudayaTarawangsa dan Ngalaksa,"Sebuah desa wisata budaya di Rancakalong yang berpusat pada pelestarian tradisi Ngalaksa dan kesenian Tarawangsa, yang telah ditetapkan sebagai Warisan Budaya Tak Benda. Pengunjung dapat menyaksikan upacara adat syukuran hasil panen yang unik diiringi alunan musik tradisional yang khas",-6.83646950111287,107.84071090600963,"Rancakalong, Kec. Rancakalong, Kabupaten Sumedang, Jawa Barat 45361"
56,DEWILIPA,"Wisata Dewilipa di Desa Cijeler Kec. Situraja Kab. Sumedang salah satu objek wisata pilihan bagi para traveler. Disana, menyuguhkan spot foto pemandangan alam yang eksotis. Khususnya bagi para penikmat kopi diwaktu senja atau bisa disebut pecinta camping. Dewilipa memiliki konsep dasar yang masuk kategori ekowisata edukatif.",-6.852220107862877,107.9888449676569,"Cijeler, Kec. Situraja, Kabupaten Sumedang, Jawa Barat 45356"
57,Empang - Gedung Negara Sumedang,"Sebuah kolam besar bersejarah yang terletak di belakang Gedung Negara Sumedang dan telah dikembangkan menjadi ""Empang Heritage Zone"". Awalnya berfungsi sebagai tempat rekreasi para bupati, kini menjadi ruang publik populer untuk bersantai, berfoto, dan menaiki sepeda air.",-6.862006206553099,107.92188546681756,"Gang Empang Sel Jl. Empang, Regol Wetan, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
58,Forest Walk,"Wahana rekreasi baru berupa jembatan kayu yang dibangun di tengah kawasan hutan di sekitar Bendungan Jatigede, seperti di Taman Seribu Cahaya. Fasilitas ini memungkinkan pengunjung untuk berjalan-jalan santai di antara pepohonan sambil menikmati pemandangan waduk dari ketinggian",-6.871824412938915,108.0645895566844,"Pakualam, Kec. Darmaraja, Kabupaten Sumedang, Jawa Barat"
59,"Geotheater Rancakalong, Kab. Sumedang","Geotheater Rancakalong di Sumedang adalah tempat wisata budaya dan alam yang menampilkan seni Sunda dan pemandangan indah. Tempat ini punya bangunan utama untuk pertunjukan, spot foto menarik, fasilitas pendukung, dan sering mengadakan pertunjukan budaya. Keberadaannya juga membantu ekonomi warga sekitar. Saat ini, Geotheater bekerja sama dengan ISBI Bandung untuk dikembangkan menjadi pusat wisata edukasi budaya Sunda.",-6.8339259242024575,107.86182119162682,"Gandeweh, Sukahayu, Kec. Rancakalong, Kabupaten Sumedang, Jawa Barat 45361"
60,Gn. Kareumbi,"Kawasan konservasi alam luas yang dikenal sebagai Taman Buru Gunung Masigit Kareumbi, terletak di perbatasan Sumedang, Bandung, dan Garut. Tempat ini menjadi destinasi ideal untuk berbagai kegiatan petualangan seperti jungle trekking, berkemah, dan bersepeda, serta memiliki fasilitas unik seperti penangkaran rusa dan rumah pohon",-6.930772258604567,107.8775332809934,"Sindanggalih, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat"
61,Gn. Kerenceng,"Gunung setinggi 1.754 mdpl di perbatasan Sumedang dan Bandung yang menjadi destinasi favorit bagi pendaki pemula. Jalur pendakiannya menawarkan tantangan yang aman dengan pemandangan alam yang indah, dan puncaknya merupakan lokasi populer untuk berkemah dan menikmati matahari terbit",-6.932972614638748,107.8857211071085,"Sukajaya, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat"
62,Gn. Lingga,"Batu Dua Gunung Lingga merupakan tempat wisata alam hits di Sumedang yang kini ramai dan mulai banyak dikunjungi oleh para wisatawan di Indonesia. Tempat ini cocok bagi kamu yang ingin liburan anti-mainstream bersama dengan teman atau keluarga. Di Batu Dua Gunung Lingga kalian bisa melakukan banyak hal seru dan menantang mulai dari menikmati alam hingga menjelajahi alam dengan Paralayang.

Daya tarik dan hal seru yang bisa kalian lakukan: Melihat Pemandangan Waduk Jatigede dan Puncak Damar Letak dari tempat wisata ini yang berada di atas ketinggian menjadikan para pengunjung yang berlibur dapat dengan jelas melihat keindahan alam berupa pemandangan indah Waduk Jatigede dan Puncak Damar, Batu Dua Lingga ini memiliki ketinggian hanya 930 mdpl. Spot Foto Indah dan Instagramable Tenang saja bagi kalian pecinta keindahan alam yang gemar berfoto disini kalian akan dengan mudah menemukan spot foto yang indah dan Instagramable, berkunjung ke tempat wisata kurang afdol rasanya jika tidak mengabaikan momen liburan, dengan latar belakang langit biru dan hamparan rerumputan hijau menciptakan keindahan alami yang sayang untuk dilewatkan. Paralayang Sesuai dengan namanya disini kamu bisa liburan anti mainstream yakni mengelilingi sekitar Gunung Batu Lingga Sumedang, naik paralayang mengelilingi tempat wisata ini akan menjadi pengalaman indah dan tak terlupakan bagi siapa saja.",-6.903479993081887,108.01416562445074,"Linggajaya, Kec. Cisitu, Kabupaten Sumedang, Jawa Barat"
63,Gunung Geulis,"Sebuah gunung setinggi 1.281 mdpl yang berlokasi di perbatasan Jatinangor, Cimanggung, dan Tanjungsari, cocok untuk pendaki pemula. Dari puncaknya, pengunjung dapat menikmati pemandangan panorama yang luas, dan di area puncak terdapat beberapa makam keramat yang sering dikunjungi peziarah.",-6.931471204273437,107.81095386840722,"Jatiroke, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat"
64,Hanjuang Kutamaya,"Sebuah situs bersejarah yang terkait dengan Pohon Hanjuang, sering dikunjungi oleh peziarah",-6.848588798120818,107.90769364057104,"Padasuka, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621"
65,Ikan Bakar Citengah,"Restoran yang terkenal dengan hidangan ikan bakarnya, menawarkan pengalaman bersantap di tengah suasana alam Citengah yang sejuk dan asri.",-6.913340664969144,107.95208017946702,"Citengah, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
66,Jans Park,"Jans Park Jatinangor atau Jatinangor National Flower Park merupakan salah satu destinasi wisata baru di Jatinangor Kabupaten Sumedang atau lebih tepatnya di Jatinangor Nasional Park, Desa Cileles, Kecamatan Jatinangor, Kabupaten Sumedang, Jawa Barat. Tempat wisata ini baru saja dibuka pada tanggal 18 November 2022. Memiliki luas 7.5 hektar Jatinangor National Park (Jans Park) juga menyuguhkan pemandangan menakjubkan pegunungan Manglayang sebagai kelebihannya.

Jatinangor National Flower Park menyajikan berbagai koleksi bunga dan juga memiliki banyak spot foto instagramable yang cocok bagi mereka yang suka berfoto. Selain itu Jans Park juga menyediakan fasilitas lengkap mulai dari Mushola, Food Court, Area Parkir, Toilet, Wahana dan lainnya.",-6.918624572387564,107.76968532396106,"Hegarmanah, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363"
67,Jatinangor National Golf & Resort,"Padang golf Bandung Giri Gahana terletak di dataran tinggi Jatinangor yang memiliki ketinggian 900 mdpl. Maka tak heran jika para golfer akan disajikan pemandangan pegunungan yang indah, fairway yang luas, hijaunya rumput Bermuda dan Brent yang luas serta udara yang sejuk.
Lapangan golf di Jatiangor yang dirancang oleh Michael Coates dari Austro Asian Golf & Association ini memiliki panjang sekitar 7.176 yards jika diukur dari Profesional Tees serta 18 holes dan par 72. Bandung Giri Gahana Golf menawarkan 2 pertandingan yakni 9 holes di bagian depan clubhouse yang disebut Giri dan 9 holes di bagian belakang yang disebut dengan Gahana. Yang menarik dari tempat ini adalah tersedianya fasilitas resort berbintang 4 dengan berbagai fasilitas kelas dunia. Sehingga Wisatawan tidak hanya bisa bermain golf saja tapi juga bisa berekreasi bersama keluarga.",-6.911236506958216,107.76291477075443,"Cibeusi, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363"
68,Kadaka Hill Agrowisata,"Kadaka Hill adalah destinasi wisata perbukitan yang menawarkan pemandangan alam yang indah dan udara yang sejuk. Tempat ini cocok untuk kegiatan hiking, berkemah, dan menikmati matahari terbit atau terbenam dengan panorama yang memukau.

Kawasan wisata ini menyediakan berbagai fasilitas untuk pengunjung, termasuk jalur pendakian yang menantang namun aman untuk berbagai tingkat kemampuan, area perkemahan yang luas dengan pemandangan alam yang hijau, serta spot foto dengan pemandangan alam yang instagramable. Pengunjung dapat menikmati aktivitas outdoor seperti trekking, camping, atau sekadar bersantai sambil menikmati keindahan alam.

Kadaka Hill terletak di Desa Kadaka, Kecamatan Tanjungsari, Kabupaten Sumedang, Jawa Barat. Dengan lokasi yang mudah diakses dan pemandangan yang menakjubkan, tempat ini menjadi pilihan yang tepat bagi pecinta alam dan fotografi yang ingin menangkap momen indah di ketinggian.",-6.857835305063015,107.80248650539365,"Cikawung.KM.5, Kadakajaya, Kec. Tanjungsari, Jawa, Barat, Kabupaten Sumedang, Jawa Barat 45362"
69,Kampoeng Jarami,"Kampoeng Jarami terletak di Tanjungsari, Kabupaten Sumedang. Jarak dari Alun-Alun Tanjungsari kurang lebih 1.9 km. Banyak fasilitas yang tersedia di objek wisata ini, seperti kolam renang, Gazebo, Taman Bunga dan foodcourt. Untuk yang senang mengabadikan foto. Tempat ini sangat cocok. Terdapat beberapa spot foto yang memang disediakan untuk pengunjung.",-6.8876192997456185,107.8026718310715,"Jl. Karanganyar No.9, Pasigaran, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362"
70,Kampoeng Ladang,"Pusat wisata budaya di puncak bukit yang memperkenalkan tradisi pertanian Sunda, di mana pengunjung dapat berinteraksi langsung dengan kegiatan bertani sambil menikmati panorama kota Sumedang.",-6.871609704196099,107.89101255036654,"Lebak Huni Kareumbi, Margalaksana, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
71,Kampung Buricak Burinong,"Buricak Burinong adalah destinasi wisata yang seru dikunjungi bersama keluarga. Daya tarik utama tempat wisata ini berupa pemandangan waduk yang luas dan menyegarkan. Dikarenakan menghadap langsung ke Waduk Jatigede, tentu saja daya tarik utama kampung wisata ini adalah pemandangan waduk tersebut. Selain itu, ada pula panorama pegunungan dan hutan pinus yang mengelilingi waduk. Pemandangan alam yang memesona menjadikan wisata ini layak untuk dikunjungi. Pengunjung juga dapat menelusuri Forest Walk, jembatan kayu setinggi 2 meter yang terletak di tengah hutan pinus. Melalui spot ini, pengunjung bisa melihat panorama alam dari ketinggian. Hutan pinus di sekitar Buricak Burinong tumbuh subur dan tentunya memanjakan mata. Meskipun tergolong wisata hidden gem, namun fasilitas yang disediakan tempat ini sangat memadai. Beberapa fasilitas yang bisa diguanakan yaitu area parkir, tempat makan, musala, toilet, hingga sewa perahu.",-6.871573746797364,108.0694533561892,"Dsn. Cisema, Pakualam, Kec. Darmaraja, Kabupaten Sumedang, Jawa Barat 45372"
72,Kampung Cigumentong,"Sebuah kampung adat terpencil yang melestarikan tradisi lokal seperti hajat buruan (syukuran kampung) dan ngagogo (menangkap ikan dengan tangan), menawarkan pengalaman kehidupan pedesaan yang otentik.",-6.947495085328666,107.92339500576216,"Sindulang, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364"
73,Kampung Karuhun ECO Green Park Sumedang,"Kampung Karuhun merupakan sebuah kawasan wisata terpadu yang berada di wilayah Desa Citengah Kecamatan Sumedang Selatan. Lokasinya sekitar tujuh kilometer dari pusat kota Sumedang ke arah selatan. Kawasan Kampung Karuhun berupa pesawahan berbukit dan lingkungan hutan tropis yang masih terjaga keasriannya.

Di kawasan ini terdapat aliran sungai Cihonje dengan airnya yang jernih mengalir melewati bebatuan. Di bagian hulunya terdapat air terjun Cigorobog yang akan memikat pengunjung. Di sebelah atasnya lagi terdapat hamparan kebun teh Margawindu yang dikelilingi kawasan hutan lindung pada ketinggian 1.200 meter di atas permukaan laut. Dengan lingkungan alam yang masih hijau, Kampung Karuhun menawarkan wisata terpadu dengan konsep eco green park. Sehingga pengunjung akan disuguhkan nuansa alam yang sangat kental dan disediakan berbagai macam bibit pohon yang bisa ditanam di daerah konservasi atau bisa dibawa pulang untuk ditanam sendiri. Di kawasan hutan lindungnya sendiri masih terdapat berbagai jenis satwa yang dilindungi seperti Elang, Lutung, Surili, Kera, berbagai jenis burung, Landak serta masih terdapat kucing besar sejenis Lodaya.

Objek wisata ini bisa diakses menggunakan berbagai jenis kendaraan baik roda dua maupun roda empat. Adapun untuk kendaraan umum menggunakan Angkutan Umum Pedesaan Cipameungpeuk - Citengah. Dilanjut dengan jalan kaki atau menggunakan Ojek. Lokasinya sebelah selatan kota Sumedang dengan jarak 7 km.",-6.913514625511284,107.95253642544868,"Jl. Pagarbetis, Citengah, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
74,Kampung Kawangi,"Restoran berkonsep rumah panggung kuno yang menyajikan masakan Sunda otentik, di mana pengunjung dapat merasakan suasana tempo dulu dengan dapur tradisional (hawu) dan pemandangan hamparan sawah.",-6.88327551789001,107.80242406620836,"Jl. Karanganyar, Pasigaran, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362"
75,Kampung kreatif bbc,Sebuah desa wisata yang menawarkan kegiatan rekreasi unik seperti mini river tubing di saluran irigasi dan wisata edukasi di peternakan sapi perah.,-6.79397050057235,107.90187872146446,"Babakan Caringin, Cipanas, Kec. Tanjungkerta, Kabupaten Sumedang, Jawa Barat 45354"
76,KAMPUNG USMAN,Tempat ini menawarkan rekreasi keluarga seperti berenang dan bermain di kolam yang terletak di tengah hutan pinus yang asri.,-6.889290907539178,107.92430728144863,"Cijambe, Cipameungpeuk, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat"
77,Kampung Wisata Pangjujugan,"Kampung Wisata Pangjugjugan di Sumedang menawarkan suasana menenangkan. Objek wisata ini berada di lingkungan pedesaan atau tepatnya di Dusun Babakan Anjun, Desa Cilembu, Kecamatan Pamulihan, Kabupaten Sumedang, Jawa Barat. Berada di bawah kaki gunung Kareumbi, Objek wisata ini menyuguhkan panorama alam pegunungan, hutan pinus dan perkebunan. Sejumlah fasilitas ada di objek wisata ini mulai dari kolam renang lengkap dengan waterboom, area permainan anak, taman hijau berumput, perkebunan, restoran, penginapan, area camping, aula panggung, tempat parkir, toilet, musala dan fasilitas lainnya.",-6.916198453299046,107.8471526598028,"Dusun Babakan Anjun No.RT. 3/10, Cilembu, Kec. Pamulihan, Kabupaten Sumedang, Jawa Barat 45365"
78,Kancah Nangkub Bike Park,"Sebuah taman sepeda seluas 23 hektar yang dikelola oleh warga setempat, menyediakan berbagai lintasan menantang seperti downhill dan single track bagi para penggemar sepeda gunung.",-6.85720630465841,107.94650129223596,"Cikondang, Kec. Ganeas, Kabupaten Sumedang, Jawa Barat 45311"
79,Kantin Jatinangor,"Dikenal dengan sebutan ""Kanjat"", ini adalah kantin legendaris yang populer di kalangan mahasiswa Unpad karena menyajikan puluhan jenis masakan Jawa-Sunda secara prasmanan dengan harga yang sangat terjangkau.",-6.933029972791303,107.77555710860442,"Jl. Raya Jatinangor No.194, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363"
80,Kebun Durian Sangiang Bedil,"Kebun Durian Sangiang Bedil adalah sebuah destinasi wisata alam yang terletak di Sumedang, Jawa Barat. Daya tarik utama tempat ini tentu saja adalah buah durian.

Selain bisa menikmati durian langsung di kebunnya, tempat ini juga dilengkapi dengan berbagai fasilitas lain seperti Kolam renang dan Jacuzzi, Glamping/Villa, Cafe dan Resto, Kids zone, Spot foto yang menarik.

Untuk masuk ke Kebun Durian Sangiang Bedil, harga tiket masuknya cukup terjangkau, yaitu sekitar Rp10.000. Tempat ini cocok untuk liburan keluarga yang ingin menikmati suasana pedesaan dan tentunya mencicipi durian segar.",-6.925867572495058,108.04726960780404,"Cipeuteuy, Kec. Darmaraja, Kabupaten Sumedang, Jawa Barat"
81,Kerajaan Sumedang Larang,"Istana dan museum bersejarah yang menjadi pusat pelestarian warisan dan pusaka Kerajaan Sumedang Larang, berfungsi sebagai pusat aktif kegiatan budaya Sunda.",-6.847501388647045,107.91059726349252,"Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
82,Keramat Embah Gabug,"Makam keramat Marongge paling terkenal dengan kekuatan asihan atau peletnya. Para pengunjung yang memiliki maksud tersebut biasanya menjalankan beberapa tahapan ritual, di antaranya mandi kembang, bertawasul, minum air doa, lalu mandi di aliran Sungai Cilutung Sumedang sambil melarungkan celana dalam yang dipakainya saat itu. Makam keramatnya sendiri terletak di dalam sebuah bangunan yang berada di tengah-tengah Tanah Pemakaman Umum (TPU) yang terbilang cukup tua di Marongge. Itu dapat terlihat dari bentuk beberapa nisan dan tatanan kuburannya yang sudah berantakan.",-6.7941440809709785,108.1577081133199,"Marongge, Kec. Tomo, Kabupaten Sumedang, Jawa Barat 45382"
83,khalana villa,"Sebuah destinasi penginapan dan restoran mewah yang menawarkan suasana ""rasa Ubud"" di Sumedang, terbuka untuk umum yang ingin bersantap atau berfoto dengan membayar tiket masuk.",-6.911377527109129,107.9651178272609,"Belakang Kantor, Citengah, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
84,Kiarapayung Camp,"Area perkemahan yang sangat luas di kaki Gunung Manglayang, terkenal sebagai lokasi penyelenggaraan acara besar seperti Jambore Pramuka tingkat nasional dan cocok untuk kegiatan outbound atau berkemah keluarga.",-6.89688520375495,107.76494998934784,"Kiarapayung, Kec. Sukasari, Kabupaten Sumedang, Jawa Barat 45363"
85,Kiarapayung Green Park,"Udara disekitar wisata Kiarapayung cukup sejuk karena daerah ini berada di kaki Gunung Manglayang (1.650 Mdpl) dan berhadapan langsung kerah timur dengan Gunung Geulis (1.281 Mdpl). Maka tempat ini memang sangat pas buat mereka yang sedang mencari pemandangan alam, olahraga sepeda gunung (mountain bike), piknik bersama keluarga, camping ground, trekking, photo hunting, atau bikin acara outing yang biasa digelar oleh perusahaan. Disana ada banyak lapangan besar yang bisa dipilih untuk melakukan berbagai aktifitas outdoor. Nama Kiarapayung berasal dari bahasa Sunda, yaitu kiara (pohon) dan payung (bernaung).",-6.896318521174102,107.76245746337788,"Sindangsari, Kec. Sukasari, Kabupaten Sumedang, Jawa Barat 45366"
86,Kolam pemancingan PESONA GUNUNG MANIK,Sebuah tempat pemancingan di kawasan Tanjungsari yang menawarkan ketenangan sambil menikmati pemandangan gunung yang indah sebagai daya tarik utamanya.,-6.907991416997366,107.82186183682464,"Kolam pemancingan pesona gunung manik, Marga Jaya, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362"
87,Kolam renang bulakan highland park,"Fasilitas kolam renang yang berlokasi di dataran tinggi, menawarkan suasana rekreasi air dengan udara yang lebih sejuk dan segar.",-6.943111625563289,107.83933328341016,"Sindanggalih, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364"
88,Kolam Renang Cigirang,"Wisata Mata Air Cigirang, terletak di bawah kaki Gunung Tampomas, tepatnya di Desa Cilangkap, Kecamatan Buahdua. Objek wisata ini bernuansa alam dan memiliki 2 kolam renang yang airnya bersumber dari mata air Gunung Tampomas. Sekeliling wilayah Kolam Renang menyajikan pemandangan yang menghijau dan rimbunnya pepohonan. Sehingga sangat cocok dijadikan tempat berwisata keluarga: berenang sambil menikmati sejuknya suasana alam. Kolam renang yang tersedia terbagi ke dalam tiga jenis kedalaman yaitu kolam renang dengan kedalaman satu meter, 1,4 meter dan kedalaman 2,4 meter. Sehingga pengunjung bisa memilih, ingin berenang di kedalaman berapa.Selain fasilitas kolam renang, di Kolam Renang Cigirang ini juga tersedia fasilitas kolam terapi ikan. Kolam terapi ikan ini bisa digunakan sebagai tempat pengobatan dan untuk mengangkat sel-sel kulit yang mati pada kaki. Pengunjung bisa merendam kakinya di kolam terapi ikan ini untuk kemudian digigit-gigit oleh ikan yang terdapat di kolam ikannya.",-6.7263191787134735,107.97980779912017,"Cilangkap, Kec. Buahdua, Kabupaten Sumedang, Jawa Barat 45392"
89,Kolam Renang Cipanteneun,"Dikenal juga sebagai Kolam Renang Wijaya Kusuma, ini adalah lokasi wisata air legendaris yang telah dikembangkan sejak tahun 2003 dan menjadi sarana hiburan populer bagi masyarakat Sumedang.",-6.807604799639464,107.94484213505883,"Jl. Cipanteuneun, Licin, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353"
90,Kolam Renang Ranca Tirta,"Sebuah fasilitas rekreasi air yang berlokasi di seberang Wana Wisata Kampoeng Ciherang, menjadi pilihan untuk berenang dan bermain air bagi keluarga.",-6.950816032134711,108.1188637350359,"Jl. Ciranca, Sawah Lamping - Jatinunggal, Tarikolot, Jatinunggal, Tarikolot, Kec. Jatinunggal, Kabupaten Sumedang, Jawa Barat 45376"
91,Kolam Renang Wijaya Kusuma,"Wisata air atau kolam renang Wijaya Kusuma merupakan sebuah lokasi wisata yang berada di kawasan Cipanteneun. Wisata air ini berada di sebelah selatan wana wisata Cipanteneun yang dikelilingi oleh tiga aliran sungai kecil berbentuk segitiga. Wisata air ini mulai dikembangkan semenjak tahun 2003. Saat ini fasilitas yang ada di wisata air Wijaya Kusuma diantaranya adalah water boom, empat buah kolam renang yang diperuntukan untuk empat jenis pengunjung yaitu untuk anak TK, SD, SMP dan SMA. Satu lagi fasilitas yang akan memanjakan pengungjung wisata air Wijaya Kusuma yaitu kolam terapi ikan. Kolam terapi ikan ini mulai dibangun semenjak tahun 2010 dan terdapat tiga buah kolam terapi. Dengan adanya kolam terapi ikan ini, pengunjung wisata air Wijaya Kusuma semakin banyak terutama di hari libur. Bukan hanya pengunjung lokal dari wilayah Kabupaten Sumedang, namun juga dari luar wilayah Sumedang seperti Indramayu, Subang, Padalarang, Bandung, Bekasi dan kota-kota besar lainnya. Terapi ikan di kolam terapi ini bisa menyembuhkan berbagai penyakit.",-6.80875606176529,107.94513417651844,"Galudra, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353"
92,Kolam Renang Yadika Tanjungsari,Fasilitas kolam renang yang menjadi bagian dari kompleks sekolah Yadika di Tanjungsari dan terbuka untuk umum sebagai sarana rekreasi dan olahraga.,-6.883598139885113,107.90936746397384,"Jl. Raya Tanjungsari No.394, Jatisari, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362"
93,Komplek Pemakaman Cut Nyak Dien (belum ada review),"Walaupun bentuknya kecil dan tidak menyerupai gunung (bisa lebih cocok disebut bukit), namun sudah dikenal dengan nama gunung. Tepatnya dikenal dengan nama Gunung Puyuh. Gunung Puyuh merupakan suatu tempat yang digunakan sebagai kompleks pemakaman bagi para bupati keturunan Prabu Geusan Ulun beserta keluarganya. Jadi Gunung Puyuh merupakan kompleks pemakaman khusus bagi keturunan kerajaan Sumedang Larang. Yang kemudian dijadikan cagar budaya oleh Pemerintah Daerah Kabupaten Sumedang. Sehingga bagi keturunan Sumedang Larang yang ingin berziarah ke leluhurnya, tidak perlu ke mana-mana lagi. Menurut data yang dihimpun oleh Carita Ki Sunda, dari mulai makam Pangeran Rangga Gempol ke II Koesoemahdinata IV ada di sini. Gunung Puyuh dibagi ke dalam beberapa kompleks pemakaman. Ada kompleks A sampai kompleks Z. Berkaitan dengan data nama jenazah yang dimakamkan di Gunung Puyuh, ada di pihak juru kunci Gunung Puyuh. Walaupun bentuknya masih tulisan tangan, namun masih bisa dijadikan acuan mengenai data makam yang ada di sini. Selain makam keturunan Sumedang Larang, ada juga makam pahlawan nasional yang berasal dari Aceh yaitu Cut Nyak Dien. Beliau dimakamkan di Gunung Puyuh ini.

Lokasinya yang berdekatan dengan pusat kota Sumedang, memudahkan sekali dalam mengaksesnya. Jaraknya dari Alun-alun Sumedang sekitar 500 meter ke barat daya. Jalan yang dilaluinya juga bagus, jalan besar beraspal.",-6.8629270704808345,107.91709319102092,"4Sukajaya, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
94,Kuliner Si Mbah,"Merujuk pada konsep rumah makan yang menyajikan masakan rumahan otentik dengan resep tradisional warisan turun-temurun (""resep si mbah""), menawarkan cita rasa khas Sunda.",-6.948338278855738,107.76242869017852,"Jl. Raya Bandung - Garut, Cipacing, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363"
95,Lahuta Mulung Layung,"Sebuah destinasi wisata kreatif yang dikembangkan secara swadaya oleh masyarakat di lahan perkebunan bambu, dirancang khusus sebagai tempat untuk menikmati keindahan matahari terbenam (""mulung layung"").",-6.790982941057904,107.90087719550132,"JL Desa, Cipanas, Kec. Tanjungkerta, Kabupaten Sumedang, Jawa Barat 45354"
96,LANDING ZONE TOGA,"Merupakan area pendaratan utama untuk kegiatan olahraga dirgantara seperti paralayang dan gantole di kawasan wisata Toga Hill, yang dikenal sebagai salah satu spot paralayang terbaik di Jawa Barat.",-6.871968994825773,107.91972750484642,"Sukajaya, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311"
